									EVAP			
	TEMP	TEMP	SOLAR		WIND		RAIN	EVAP	Priestley	EVAP		
DATE	Max	Min	Radn	SUN	Run	RAIN	period	Penman	Taylor	Open-water		
 	degC	degC	Mj/m2	hrs	km	mm	hrs	mm	mm	mm		
--------	------	------	------	--------	------	-------	------	------	--------	----------		
13/11/2010	19.5	11.5	27.3	0	3.7	0	0	0	5.124	0	0	FALSE
14/11/2010	18	6.7	25.8	0	3.5	0	0	0	4.505	0	0	FALSE
15/11/2010	19.3	4.6	24.3	0	2.2	0	0	0	4.179	0	0	FALSE
16/11/2010	19.3	6.4	23.9	0	2.1	0	0	0	4.185	0	0	FALSE
17/11/2010	18.9	9.7	18.5	0	1.7	0	0	0	3.233	0	0	FALSE
18/11/2010	20.3	5.2	21.8	0	1.7	11.8	0	0	3.768	0	0	FALSE
19/11/2010	19.5	12.9	21.7	0	4.2	2.2	0	0	4.03	0	0	FALSE
20/11/2010	18.5	8.2	29.3	0	3.4	0	0	0	5.292	0	0	FALSE
21/11/2010	19.2	4.9	29.9	0	1.9	0	0	0	5.259	0	0	FALSE
22/11/2010	21.1	5.6	27.5	0	1.7	0	0	0	4.938	0	0	FALSE
23/11/2010	20.7	10	19.1	0	1.7	0	0	0	3.427	0	0	FALSE
24/11/2010	20.7	10.5	27.4	0	2.6	0	0	0	5.156	0	0	FALSE
25/11/2010	20.6	6.3	19.6	0	2.1	0	0	0	3.392	0	0	FALSE
26/11/2010	19	11	13.9	0	2.7	0	0	0	2.344	0	0	FALSE
27/11/2010	21.2	9.4	23	0	3.1	0	0	0	4.223	0	0	FALSE
28/11/2010	20.6	15.5	20.6	0	5.2	0	0	0	3.942	0	0	FALSE
29/11/2010	22.6	15.2	21.8	0	2.8	0	0	0	4.272	0	0	FALSE
30/11/2010	23	13.8	24.4	0	2.4	0	0	0	4.797	0	0	FALSE
01/12/2010	24.6	7.6	29.3	0	1.8	0	0	0	5.604	0	0	FALSE
02/12/2010	24.7	10.5	21.4	0	1.7	0	0	0	4.079	0	0	FALSE
03/12/2010	24.4	14.7	17.7	0	2.2	0	0	0	3.412	0	0	FALSE
04/12/2010	23.8	18.1	13.3	0	2.1	4.2	0	0	2.496	0	0	FALSE
05/12/2010	19	15.8	25	0	5.1	0	0	0	4.833	0	0	FALSE
06/12/2010	21.7	11	27.9	0	3.4	0	0	0	5.339	0	0	FALSE
07/12/2010	20.7	11.5	24	0	2.4	1.2	0	0	4.5	0	0	FALSE
08/12/2010	21.4	8	24.7	0	2	0	0	0	4.514	0	0	FALSE
09/12/2010	21.7	6	29.6	0	2.7	0	0	0	5.408	0	0	FALSE
10/12/2010	25.3	11.8	26.4	0	1.8	0	0	0	5.248	0	0	FALSE
11/12/2010	26.3	9.5	31.9	0	2	0	0	0	6.369	0	0	FALSE
12/12/2010	27.4	12.6	25.2	0	2	0	0	0	5.126	0	0	FALSE
13/12/2010	25.7	13.9	19	0	1.5	0	0	0	3.719	0	0	FALSE
14/12/2010	24.5	14	20.8	0	2.1	0	0	0	4.079	0	0	FALSE
15/12/2010	26.3	13.2	24.1	0	2.1	2.6	0	0	4.856	0	0	FALSE
16/12/2010	24.1	15.3	16.1	0	1.4	0	0	0	3.064	0	0	FALSE
17/12/2010	23.3	15.3	21.5	0	2	0	0	0	4.238	0	0	FALSE
18/12/2010	25.3	15.7	24	0	2.2	0	0	0	4.902	0	0	FALSE
19/12/2010	23.5	15.5	22.8	0	3	0	0	0	4.543	0	0	FALSE
20/12/2010	23	11.3	23.4	0	3.6	0	0	0	4.469	0	0	FALSE
21/12/2010	22.7	15.8	25.4	0	4.1	0	0	0	5.098	0	0	FALSE
22/12/2010	23.4	11.8	22	0	2.1	0	0	0	4.208	0	0	FALSE
23/12/2010	23.5	11.6	25.1	0	2.7	0	0	0	4.868	0	0	FALSE
24/12/2010	23.6	8.8	28.6	0	3.2	0	0	0	5.469	0	0	FALSE
25/12/2010	22.5	12.3	17.8	0	4.5	0	0	0	3.294	0	0	FALSE
26/12/2010	28.1	15.7	26	0	2.2	0	0	0	5.495	0	0	FALSE
27/12/2010	27.9	15.6	20.4	0	2.2	0	0	0	4.18	0	0	FALSE
28/12/2010	25.8	17.1	12.7	0	1.8	0	0	0	2.38	0	0	FALSE
29/12/2010	29.6	16.8	26.7	0	2.2	0	0	0	5.791	0	0	FALSE
30/12/2010	20.7	18.7	8.7	0	3.6	4.8	0	0	1.411	0	0	FALSE
31/12/2010	24.5	16.9	9.1	0	3.2	7.1	0	0	1.528	0	0	FALSE
01/01/2011	25.9	19.3	15.5	0	3.2	0	0	0	3.09	0	0	FALSE
02/01/2011	22.6	19.4	5.5	0	3.2	36.5	0	0	0.713	0	0	FALSE
03/01/2011	24.6	18.9	9.2	0	2.7	25.1	0	0	1.581	0	0	FALSE
04/01/2011	27.7	19.9	21.8	0	4.3	1.3	0	0	4.673	0	0	FALSE
05/01/2011	26.3	20.9	12.8	0	3.8	0	0	0	2.498	0	0	FALSE
06/01/2011	24	13.8	31.7	0	2.8	0	0	0	6.45	0	0	FALSE
07/01/2011	20.5	10.5	11.5	0	2.6	0	0	0	1.875	0	0	FALSE
08/01/2011	21	11.6	23.1	0	3.5	0	0	0	4.33	0	0	FALSE
09/01/2011	21.8	9.4	19.3	0	2.1	0	0	0	3.486	0	0	FALSE
10/01/2011	26	8.7	21.6	0	2.2	0	0	0	4.102	0	0	FALSE
11/01/2011	22.5	17.6	6.8	0	5.1	14.2	0	0	0.993	0	0	FALSE
12/01/2011	24.1	10.8	32.2	0	1.9	0	0	0	6.377	0	0	FALSE
13/01/2011	23.9	12.2	19.7	0	1.8	0	0	0	3.748	0	0	FALSE
14/01/2011	24.8	17	29	0	2.9	0	0	0	6.08	0	0	FALSE
15/01/2011	22.8	12.7	30.3	0	3.1	0	0	0	6.006	0	0	FALSE
16/01/2011	26.4	12.8	30	0	2.1	0	0	0	6.157	0	0	FALSE
17/01/2011	28.3	12.3	31.5	0	1.8	0	0	0	6.578	0	0	FALSE
18/01/2011	28.1	15.7	23.2	0	1.6	0	0	0	4.843	0	0	FALSE
19/01/2011	26.3	17.3	26.2	0	3.1	0	0	0	5.531	0	0	FALSE
20/01/2011	26.6	17.4	17.5	0	3.2	0	0	0	3.523	0	0	FALSE
21/01/2011	28.6	16.4	23.1	0	2.5	0	0	0	4.872	0	0	FALSE
22/01/2011	28.2	12.4	32.7	0	2.1	0	0	0	6.849	0	0	FALSE
23/01/2011	25	13.2	29.9	0	3.1	0	0	0	6.077	0	0	FALSE
24/01/2011	26.1	13.2	26.9	0	2.1	0	0	0	5.471	0	0	FALSE
25/01/2011	26.5	15.1	28.6	0	2.4	0	0	0	5.978	0	0	FALSE
26/01/2011	25	13.3	24	0	3.5	0	0	0	4.778	0	0	FALSE
27/01/2011	26.1	12.3	24.9	0	2.1	0	0	0	4.982	0	0	FALSE
28/01/2011	26.9	11.5	24.3	0	1.7	0	0	0	4.849	0	0	FALSE
29/01/2011	27.5	16	25.9	0	2.3	0	0	0	5.456	0	0	FALSE
30/01/2011	27	12.1	30	0	2.3	0	0	0	6.152	0	0	FALSE
31/01/2011	29.8	11	22.5	0	1.6	14.7	0	0	4.553	0	0	FALSE
01/02/2011	27	17.3	8.5	0	4.1	10.6	0	0	1.429	0	0	FALSE
02/02/2011	23.9	19.5	26.6	0	4.7	0	0	0	5.614	0	0	FALSE
03/02/2011	26.8	10.9	30.2	0	2.6	0	0	0	6.114	0	0	FALSE
04/02/2011	25.3	13.7	21.1	0	3.3	21.5	0	0	4.165	0	0	FALSE
05/02/2011	20	15	6.1	0	3.1	71.5	0	0	0.795	0	0	FALSE
06/02/2011	24.2	14.8	5.7	0	4.8	41.5	0	0	0.738	0	0	FALSE
07/02/2011	21.6	15.6	14.8	0	5.6	0	0	0	2.716	0	0	FALSE
08/02/2011	24.6	17.2	14.6	0	1.4	0	0	0	2.791	0	0	FALSE
09/02/2011	27.8	16.5	25.9	0	1.6	0	0	0	5.496	0	0	FALSE
10/02/2011	25.8	12.7	27.3	0	2	0	0	0	5.519	0	0	FALSE
11/02/2011	24.2	16.1	14.9	0	2.7	68.4	0	0	2.82	0	0	FALSE
12/02/2011	21.5	17.2	24.8	0	6.1	0	0	0	4.974	0	0	FALSE
13/02/2011	21.5	11.8	22.8	0	3.2	0	0	0	4.298	0	0	FALSE
14/02/2011	21.8	15	9.2	0	4.8	1.3	0	0	1.485	0	0	FALSE
15/02/2011	23.2	13.9	29.8	0	3.3	0	0	0	5.991	0	0	FALSE
16/02/2011	25.6	12.3	21	0	3.2	0	0	0	4.1	0	0	FALSE
17/02/2011	24.1	16	8.6	0	2.8	0	0	0	1.398	0	0	FALSE
18/02/2011	24.7	19.9	9.7	0	4	0	0	0	1.714	0	0	FALSE
19/02/2011	27.1	20.4	20.9	0	3.2	0	0	0	4.452	0	0	FALSE
20/02/2011	26.5	17.4	17.6	0	2.6	0	0	0	3.543	0	0	FALSE
21/02/2011	25.8	19.3	11.9	0	1.8	0	0	0	2.24	0	0	FALSE
22/02/2011	27.4	17.5	22.2	0	2.3	0	0	0	4.656	0	0	FALSE
23/02/2011	23.2	15.8	16.5	0	2.1	0	0	0	3.141	0	0	FALSE
24/02/2011	23.7	14.5	19	0	1.4	0	0	0	3.67	0	0	FALSE
25/02/2011	25.5	14.9	16.4	0	2.3	4.5	0	0	3.16	0	0	FALSE
26/02/2011	26.1	16.6	23	0	2.3	0	0	0	4.749	0	0	FALSE
27/02/2011	27	18.2	19.1	0	1.7	0	0	0	3.938	0	0	FALSE
28/02/2011	27.8	16.8	24.7	0	2.8	0	0	0	5.23	0	0	FALSE
01/03/2011	28.1	15.1	21.7	0	1.4	3.8	0	0	4.47	0	0	FALSE
02/03/2011	21.7	16.6	8.8	0	1.8	0	0	0	1.418	0	0	FALSE
03/03/2011	24.6	14.7	24.2	0	2.4	0	0	0	4.869	0	0	FALSE
04/03/2011	26	11.6	25.2	0	1.4	0	0	0	5.01	0	0	FALSE
05/03/2011	25.5	11.8	21.2	0	1.6	0	0	0	4.12	0	0	FALSE
06/03/2011	26.7	16.3	20.5	0	1.6	0	0	0	4.184	0	0	FALSE
07/03/2011	26.4	16.9	20.7	0	2.1	0	0	0	4.242	0	0	FALSE
08/03/2011	26.2	14.8	16.2	0	2.1	5.1	0	0	3.133	0	0	FALSE
09/03/2011	25.1	18.1	21	0	2.1	0	0	0	4.308	0	0	FALSE
10/03/2011	23.5	15.3	17.5	0	2.1	0	0	0	3.357	0	0	FALSE
11/03/2011	24.4	13.7	24.4	0	3.1	0	0	0	4.858	0	0	FALSE
12/03/2011	24.8	11.7	22.5	0	1.8	0	0	0	4.371	0	0	FALSE
13/03/2011	24	12	24.3	0	2.3	0	0	0	4.738	0	0	FALSE
14/03/2011	24.1	9.5	17.4	0	1.8	0	0	0	3.171	0	0	FALSE
15/03/2011	25.6	13.3	18.2	0	2.2	0	0	0	3.516	0	0	FALSE
16/03/2011	24.3	14.6	9.4	0	2.8	2	0	0	1.56	0	0	FALSE
17/03/2011	26.2	14	18.9	0	1.4	0	0	0	3.717	0	0	FALSE
18/03/2011	24.8	15.8	7.9	0	2.8	58.7	0	0	1.246	0	0	FALSE
19/03/2011	22.4	17	5.6	0	2.6	29.1	0	0	0.718	0	0	FALSE
20/03/2011	19.6	14.3	17.4	0	3.9	0	0	0	3.18	0	0	FALSE
21/03/2011	20.5	5.6	24.3	0	2.6	0	0	0	4.281	0	0	FALSE
22/03/2011	21.2	6.6	24.2	0	1.7	0	0	0	4.34	0	0	FALSE
23/03/2011	23	8.2	23.2	0	1.4	0	0	0	4.29	0	0	FALSE
24/03/2011	23.4	8.4	21.8	0	1.4	0	0	0	4.026	0	0	FALSE
25/03/2011	22.8	7.7	21.1	0	1.8	0	0	0	3.829	0	0	FALSE
26/03/2011	25.3	8.6	20.6	0	0.9	0	0	0	3.858	0	0	FALSE
27/03/2011	25.7	11.2	16.5	0	1.1	0	0	0	3.079	0	0	FALSE
28/03/2011	26.1	13	20.2	0	1.4	0	0	0	3.968	0	0	FALSE
29/03/2011	25.2	14.4	16.7	0	1.4	0	0	0	3.204	0	0	FALSE
30/03/2011	25.7	11.1	18.4	0	1.5	0	0	0	3.49	0	0	FALSE
31/03/2011	26.4	12	20.6	0	1.4	0	0	0	4.031	0	0	FALSE
01/04/2011	23.5	12.9	10.7	0	1.8	10.6	0	0	1.805	0	0	FALSE
02/04/2011	22.9	10.7	19.6	0	1.9	0	0	0	3.635	0	0	FALSE
03/04/2011	24.3	8.9	17.6	0	1.4	1.9	0	0	3.2	0	0	FALSE
04/04/2011	20.8	12.6	6	0	2.9	25.7	0	0	0.762	0	0	FALSE
05/04/2011	26.5	15.9	15.8	0	3.1	0	0	0	3.082	0	0	FALSE
06/04/2011	23.6	16	15.7	0	3.1	0	0	0	2.98	0	0	FALSE
07/04/2011	22.3	12	19.3	0	3.5	0	0	0	3.597	0	0	FALSE
08/04/2011	18.9	14.3	6.5	0	3.3	10.6	0	0	0.865	0	0	FALSE
09/04/2011	21.4	16.2	4.1	0	2.7	26.4	0	0	0.377	0	0	FALSE
10/04/2011	22.8	17.7	6.4	0	2.6	1.4	0	0	0.906	0	0	FALSE
11/04/2011	22.7	13	19.8	0	2.7	0	0	0	3.754	0	0	FALSE
12/04/2011	22	8	18.6	0	1.5	0	0	0	3.301	0	0	FALSE
13/04/2011	23.7	9.3	19.4	0	2.2	0	0	0	3.571	0	0	FALSE
14/04/2011	22	5.6	17.7	0	2.1	0	0	0	3.04	0	0	FALSE
15/04/2011	21.5	9.9	11.5	0	1.8	0	0	0	1.882	0	0	FALSE
16/04/2011	21.3	7.8	16.4	0	1.3	0	0	0	2.826	0	0	FALSE
17/04/2011	23.4	9.7	15.2	0	1.6	2.6	0	0	2.692	0	0	FALSE
18/04/2011	23.5	14.2	15.2	0	2.8	10.2	0	0	2.817	0	0	FALSE
19/04/2011	16.5	11.5	12.7	0	3.7	6.7	0	0	2.056	0	0	FALSE
20/04/2011	18.5	4.9	13.6	0	2.9	0	0	0	2.127	0	0	FALSE
21/04/2011	18.1	10.8	12.8	0	4.9	2.1	0	0	2.096	0	0	FALSE
22/04/2011	18.6	4.9	17.2	0	2.3	0	0	0	2.813	0	0	FALSE
23/04/2011	21.9	7.8	15	0	1.2	0	0	0	2.56	0	0	FALSE
24/04/2011	20.6	9.6	10.2	0	0.8	0	0	0	1.594	0	0	FALSE
25/04/2011	21.3	10	10.6	0	1.2	0	0	0	1.695	0	0	FALSE
26/04/2011	22.5	5.4	16.7	0	0.9	0	0	0	2.851	0	0	FALSE
27/04/2011	22.5	8.2	14.9	0	1.1	0	0	0	2.566	0	0	FALSE
28/04/2011	21.9	8.9	14.4	0	1.1	0	0	0	2.466	0	0	FALSE
29/04/2011	22.1	6.7	11.2	0	0.9	5.8	0	0	1.772	0	0	FALSE
30/04/2011	18.9	13	4.8	0	2.5	8.5	0	0	0.501	0	0	FALSE
01/05/2011	20.5	13.6	12.9	0	3.1	2.1	0	0	2.231	0	0	FALSE
02/05/2011	14	9.9	9.9	0	4.3	4.9	0	0	1.433	0	0	FALSE
03/05/2011	16.9	4.7	15.8	0	2.8	0	0	0	2.493	0	0	FALSE
04/05/2011	19.3	10.3	11.1	0	2.8	0	0	0	1.767	0	0	FALSE
05/05/2011	20.3	7.3	11.8	0	0.8	0	0	0	1.869	0	0	FALSE
06/05/2011	18.4	10.5	7.2	0	1.6	0	0	0	0.969	0	0	FALSE
07/05/2011	20.7	8.9	10.6	0	1.3	0	0	0	1.665	0	0	FALSE
08/05/2011	21.4	9.5	8.5	0	1.3	6.5	0	0	1.256	0	0	FALSE
09/05/2011	16.8	13.3	3.1	0	1.6	65.2	0	0	0.146	0	0	FALSE
10/05/2011	17	12.6	7.9	0	6.5	0	0	0	1.118	0	0	FALSE
11/05/2011	18.3	12.8	5	0	3.9	0	0	0	0.538	0	0	FALSE
12/05/2011	16.9	11.5	6.9	0	3.7	0	0	0	0.904	0	0	FALSE
13/05/2011	17.3	6.6	13.5	0	2.4	0	0	0	2.12	0	0	FALSE
14/05/2011	19.5	2.6	12	0	1.4	0	0	0	1.797	0	0	FALSE
15/05/2011	18.2	10.2	5.3	0	4.9	5.3	0	0	0.584	0	0	FALSE
16/05/2011	17.3	14.2	3.4	0	4.9	7.5	0	0	0.21	0	0	FALSE
17/05/2011	21.4	13.7	8.9	0	2.3	0	0	0	1.396	0	0	FALSE
18/05/2011	21.2	12.7	9.4	0	1.8	0	0	0	1.486	0	0	FALSE
19/05/2011	20.5	9.1	9.4	0	0.8	2	0	0	1.422	0	0	FALSE
20/05/2011	21.8	9.9	6.2	0	2.3	5.2	0	0	0.79	0	0	FALSE
21/05/2011	19.7	14.3	10.6	0	3.1	0	0	0	1.742	0	0	FALSE
22/05/2011	20	12.1	10.9	0	2.9	0	0	0	1.771	0	0	FALSE
23/05/2011	18.4	7	7.9	0	0.9	0	0	0	1.069	0	0	FALSE
24/05/2011	18	9.1	6.8	0	1.1	0	0	0	0.872	0	0	FALSE
25/05/2011	20.4	10	2.8	0	3.8	14.4	0	0	0.085	0	0	FALSE
26/05/2011	22.6	13.6	10.6	0	1.7	0	0	0	1.78	0	0	FALSE
27/05/2011	20.7	10.8	7.8	0	2.1	3	0	0	1.119	0	0	FALSE
28/05/2011	18.8	11.4	10.2	0	2.9	0	0	0	1.594	0	0	FALSE
29/05/2011	18.2	8.7	5.6	0	3.1	4.8	0	0	0.633	0	0	FALSE
30/05/2011	17.2	9.2	7.3	0	5.7	4.9	0	0	0.963	0	0	FALSE
31/05/2011	17.1	12.7	8.6	0	5.9	2.9	0	0	1.263	0	0	FALSE
01/06/2011	14.3	7.3	10.2	0	3	0	0	0	1.452	0	0	FALSE
02/06/2011	16.3	1.7	9.7	0	1.1	0	0	0	1.294	0	0	FALSE
03/06/2011	16.3	4.1	6.7	0	1.2	0	0	0	0.791	0	0	FALSE
04/06/2011	17.2	6	7.7	0	1.2	0	0	0	1.006	0	0	FALSE
05/06/2011	16.7	7	8.2	0	0.9	0	0	0	1.106	0	0	FALSE
06/06/2011	17.4	9.1	7.6	0	1.3	0	0	0	1.023	0	0	FALSE
07/06/2011	14.7	6.2	5.5	0	0.7	0	0	0	0.574	0	0	FALSE
08/06/2011	18.7	8.5	6.1	0	2.2	26.3	0	0	0.734	0	0	FALSE
09/06/2011	18.6	11.8	0.9	0	3.6	45.5	0	0	0	0	0	FALSE
10/06/2011	17.7	12.5	6.1	0	2.7	2.4	0	0	0.758	0	0	FALSE
11/06/2011	16.7	10	8.2	0	2.6	0	0	0	1.143	0	0	FALSE
12/06/2011	15.2	4.1	9.7	0	1.2	0	0	0	1.317	0	0	FALSE
13/06/2011	15	6.6	7.3	0	2.1	0	0	0	0.913	0	0	FALSE
14/06/2011	16	6.7	8.1	0	1.8	0	0	0	1.075	0	0	FALSE
15/06/2011	17.5	7.5	9.6	0	1.4	0	0	0	1.393	0	0	FALSE
16/06/2011	14.7	3.7	9	0	2.4	0	0	0	1.177	0	0	FALSE
17/06/2011	15.5	7.8	4.2	0	4.7	0	0	0	0.344	0	0	FALSE
18/06/2011	16.2	11.8	1.9	0	5.2	7.1	0	0	0	0	0	FALSE
19/06/2011	20.4	13.3	7	0	1.8	0	0	0	0.975	0	0	FALSE
20/06/2011	18.3	11.6	4.9	0	1.2	0	0	0	0.511	0	0	FALSE
21/06/2011	17.4	10.8	4.6	0	2	3.1	0	0	0.442	0	0	FALSE
22/06/2011	16.8	10.2	8.4	0	2.2	0	0	0	1.186	0	0	FALSE
23/06/2011	13	3.7	5.4	0	0.8	6.2	0	0	0.524	0	0	FALSE
24/06/2011	14.8	6	1.3	0	2.5	31.4	0	0	0	0	0	FALSE
25/06/2011	17	10.8	6.1	0	2.1	17.2	0	0	0.739	0	0	FALSE
26/06/2011	16.5	10.4	7.8	0	2.1	0	0	0	1.067	0	0	FALSE
27/06/2011	15.4	6.9	6.4	0	1.6	0	0	0	0.752	0	0	FALSE
28/06/2011	14.6	9.7	4.4	0	1.5	0	0	0	0.386	0	0	FALSE
29/06/2011	15	8.5	5.5	0	2.7	0	0	0	0.591	0	0	FALSE
30/06/2011	15.8	6.2	9.2	0	1.5	0	0	0	1.272	0	0	FALSE
01/07/2011	15.2	2.6	3.5	0	2.9	11.3	0	0	0.197	0	0	FALSE
02/07/2011	18.7	6.1	4.7	0	4.4	7.4	0	0	0.446	0	0	FALSE
03/07/2011	16	9.9	4.3	0	3	9.6	0	0	0.373	0	0	FALSE
04/07/2011	14.8	7.9	4.4	0	2.6	25.1	0	0	0.379	0	0	FALSE
05/07/2011	16.1	7.1	9.1	0	2	0	0	0	1.271	0	0	FALSE
06/07/2011	13.4	7.3	4	0	1.3	0	0	0	0.297	0	0	FALSE
07/07/2011	14	7.7	2.4	0	2.3	8.6	0	0	0.003	0	0	FALSE
08/07/2011	13.8	5.7	4.3	0	2	7.2	0	0	0.346	0	0	FALSE
09/07/2011	14.5	7.3	7.9	0	3.1	1.4	0	0	1.027	0	0	FALSE
10/07/2011	12.9	6.1	8.9	0	3.2	0	0	0	1.169	0	0	FALSE
11/07/2011	13.9	1	8.3	0	1.5	5.1	0	0	1.001	0	0	FALSE
12/07/2011	14.6	4.3	6.3	0	1.6	12.2	0	0	0.701	0	0	FALSE
13/07/2011	14.5	6.8	5.3	0	2.8	0	0	0	0.54	0	0	FALSE
14/07/2011	13.5	0.5	9.6	0	1.4	0	0	0	1.206	0	0	FALSE
15/07/2011	13.3	0.4	9.7	0	1.1	0	0	0	1.217	0	0	FALSE
16/07/2011	12.3	2.5	5.4	0	2.5	0	0	0	0.51	0	0	FALSE
17/07/2011	12.3	2.5	5.4	0	2.5	0	0	0	0.51	0	0	FALSE
18/07/2011	13.1	5.2	6.2	0	2.8	0	0	0	0.678	0	0	FALSE
19/07/2011	15.5	5.9	8.3	0	3.6	10.1	0	0	1.097	0	0	FALSE
20/07/2011	14.2	9	5	0	5.1	10.1	0	0	0.495	0	0	FALSE
21/07/2011	14.7	7.1	6	0	3.7	22.1	0	0	0.673	0	0	FALSE
22/07/2011	13.4	7.6	7	0	5.4	4.1	0	0	0.852	0	0	FALSE
23/07/2011	15.5	7.9	5.8	0	5.8	13.9	0	0	0.648	0	0	FALSE
24/07/2011	15.5	10.3	6.7	0	4.9	8	0	0	0.84	0	0	FALSE
25/07/2011	15.2	9.2	6	0	4.8	20.8	0	0	0.693	0	0	FALSE
26/07/2011	13.6	7.4	6.8	0	5.3	16.9	0	0	0.815	0	0	FALSE
27/07/2011	15.2	8.7	5.9	0	5	14.4	0	0	0.67	0	0	FALSE
28/07/2011	11.9	10.6	1.4	0	4.1	18.4	0	0	0	0	0	FALSE
29/07/2011	10.7	4	6.8	0	2.3	3.9	0	0	0.745	0	0	FALSE
30/07/2011	12.2	-0.6	8.9	0	1.1	0	0	0	1.05	0	0	FALSE
31/07/2011	13.4	0.4	9	0	0.9	0	0	0	1.102	0	0	FALSE
01/08/2011	15.3	-0.4	10.7	0	0.8	0	0	0	1.408	0	0	FALSE
02/08/2011	15.1	0.2	10.7	0	1.2	0	0	0	1.416	0	0	FALSE
03/08/2011	13	3	5.4	0	2.5	0	0	0	0.519	0	0	FALSE
04/08/2011	13	7	2.1	0	4.6	2	0	0	0	0	0	FALSE
05/08/2011	16.2	9.6	5.7	0	5.4	0	0	0	0.645	0	0	FALSE
06/08/2011	16.3	10.9	5.1	0	2.7	12.6	0	0	0.537	0	0	FALSE
07/08/2011	13.9	10.1	6.2	0	3.4	2.9	0	0	0.728	0	0	FALSE
08/08/2011	9.2	3.9	6.4	0	3.3	0	0	0	0.662	0	0	FALSE
09/08/2011	11.8	-2.1	11	0	1.7	0	0	0	1.349	0	0	FALSE
10/08/2011	13.5	1	7.4	0	2.6	5.2	0	0	0.844	0	0	FALSE
11/08/2011	14.4	6.3	8.6	0	2.7	0	0	0	1.143	0	0	FALSE
12/08/2011	13.9	7.5	7.2	0	3.1	1.7	0	0	0.893	0	0	FALSE
13/08/2011	14.7	7.2	8.1	0	2.8	0	0	0	1.066	0	0	FALSE
14/08/2011	13.5	0.1	11.9	0	1	0	0	0	1.581	0	0	FALSE
15/08/2011	11.9	-0.7	8.3	0	0.9	0	0	0	0.948	0	0	FALSE
16/08/2011	13.5	2.9	9.2	0	1	0	0	0	1.179	0	0	FALSE
17/08/2011	14.3	3	9	0	1.8	0	0	0	1.159	0	0	FALSE
18/08/2011	14.4	1.5	12.3	0	1.8	0	0	0	1.703	0	0	FALSE
19/08/2011	13.8	1.4	10	0	1.7	0	0	0	1.295	0	0	FALSE
20/08/2011	13.9	0.5	4.4	0	1.9	0	0	0	0.339	0	0	FALSE
21/08/2011	15	4.2	5.1	0	5.6	10.8	0	0	0.488	0	0	FALSE
22/08/2011	13.4	3.3	8	0	2.7	0	0	0	0.975	0	0	FALSE
23/08/2011	14.8	5.8	8.8	0	1.3	0	0	0	1.179	0	0	FALSE
24/08/2011	16.2	4.2	11.8	0	2	7	0	0	1.726	0	0	FALSE
25/08/2011	17.7	7.4	8.2	0	1.4	8.3	0	0	1.124	0	0	FALSE
26/08/2011	16	7.7	7.7	0	2.2	0	0	0	1.011	0	0	FALSE
27/08/2011	15.3	6	9.3	0	1.2	0	0	0	1.281	0	0	FALSE
28/08/2011	12.9	6.4	10.7	0	4.7	6.9	0	0	1.498	0	0	FALSE
29/08/2011	7.8	2.9	11.5	0	4.4	0	0	0	1.449	0	0	FALSE
30/08/2011	9.6	-2.5	9.2	0	1.4	0	0	0	1.023	0	0	FALSE
31/08/2011	11.7	0	12.7	0	2.5	0	0	0	1.665	0	0	FALSE
01/09/2011	13.1	-0.2	14.2	0	2.5	0	0	0	1.942	0	0	FALSE
02/09/2011	13.8	-1.3	14.9	0	2.1	0	0	0	2.045	0	0	FALSE
03/09/2011	13.6	-0.9	15	0	1.5	0	0	0	2.068	0	0	FALSE
04/09/2011	13.7	-2.3	14.4	0	1.5	0	0	0	1.931	0	0	FALSE
05/09/2011	15.5	-0.5	15.2	0	1.5	0	0	0	2.173	0	0	FALSE
06/09/2011	16.9	4	14.1	0	1.3	0	0	0	2.16	0	0	FALSE
07/09/2011	14.5	4.9	7.4	0	2.3	0	0	0	0.904	0	0	FALSE
08/09/2011	15.2	8	8.6	0	1.9	0	0	0	1.176	0	0	FALSE
09/09/2011	16	7.6	14	0	2	0	0	0	2.208	0	0	FALSE
10/09/2011	15.9	3.3	11.5	0	2.2	0	0	0	1.639	0	0	FALSE
11/09/2011	16.3	5.5	9.6	0	0.9	0	0	0	1.344	0	0	FALSE
12/09/2011	15.4	6.7	7.7	0	2	4	0	0	0.993	0	0	FALSE
13/09/2011	17.2	9.9	6.7	0	1.6	4.4	0	0	0.852	0	0	FALSE
14/09/2011	15.7	11	11.3	0	3.5	0	0	0	1.753	0	0	FALSE
15/09/2011	14.9	7.4	11.8	0	3.3	2.2	0	0	1.764	0	0	FALSE
16/09/2011	13.5	3.3	12.1	0	1.8	1.2	0	0	1.69	0	0	FALSE
17/09/2011	13.6	1.1	12.3	0	1.9	0	0	0	1.674	0	0	FALSE
18/09/2011	17	7	16.1	0	1.3	0	0	0	2.618	0	0	FALSE
19/09/2011	17.2	2.7	16.2	0	1.2	0	0	0	2.508	0	0	FALSE
20/09/2011	16.6	4.9	14	0	1.4	0	0	0	2.156	0	0	FALSE
21/09/2011	16.3	4.1	14	0	1.4	0	0	0	2.129	0	0	FALSE
22/09/2011	16.1	5.7	10.9	0	1.3	0	0	0	1.586	0	0	FALSE
23/09/2011	17.4	4.1	17.8	0	1.4	0	0	0	2.862	0	0	FALSE
24/09/2011	18.8	2.3	18.8	0	1.6	0	0	0	3.033	0	0	FALSE
