									EVAP			
	TEMP	TEMP	SOLAR		WIND		RAIN	EVAP	Priestley	EVAP		
DATE	Max	Min	Radn	SUN	Run	RAIN	period	Penman	Taylor	Open-water		
 	degC	degC	Mj/m2	hrs	km	mm	hrs	mm	mm	mm		
--------	------	------	------	--------	------	-------	------	------	--------	----------		
09/02/2015	24.2	12.1	13.5	0	2.6	0	0	0	2.41	0	0	FALSE
10/02/2015	25.1	14.9	17.9	0	2.9	0	0	0	3.486	0	0	FALSE
11/02/2015	23.3	8.6	19.8	0	2.5	0	0	0	3.615	0	0	FALSE
12/02/2015	24.2	10.7	17.5	0	1.8	0	0	0	3.233	0	0	FALSE
13/02/2015	25	11.8	23.1	0	2.4	0	0	0	4.514	0	0	FALSE
14/02/2015	26.3	12.7	23	0	2.2	1.7	0	0	4.588	0	0	FALSE
15/02/2015	25.5	13.7	22.1	0	2.2	0	0	0	4.396	0	0	FALSE
16/02/2015	25.5	13.5	20.7	0	1.9	0	0	0	4.076	0	0	FALSE
17/02/2015	26.2	12.9	23.6	0	1.8	0	0	0	4.726	0	0	FALSE
18/02/2015	27.5	10.3	26.8	0	1.7	0	0	0	5.372	0	0	FALSE
19/02/2015	26.5	9.2	26.8	0	2.2	0	0	0	5.264	0	0	FALSE
20/02/2015	27	11.1	22.2	0	1.6	0	0	0	4.372	0	0	FALSE
21/02/2015	25.1	13	12.4	0	2	0	0	0	2.21	0	0	FALSE
22/02/2015	25.4	16.7	13.4	0	1.6	9.1	0	0	2.523	0	0	FALSE
23/02/2015	23.9	14.2	14.4	0	2.3	1.2	0	0	2.651	0	0	FALSE
24/02/2015	24.6	14	18.7	0	2.2	0	0	0	3.617	0	0	FALSE
25/02/2015	25.9	13	22.6	0	2.5	0	0	0	4.495	0	0	FALSE
26/02/2015	26.5	11.6	21.7	0	1.7	0	0	0	4.262	0	0	FALSE
27/02/2015	25.2	11	18.3	0	1.8	5.7	0	0	3.448	0	0	FALSE
28/02/2015	26.9	9.8	25.5	0	1.8	0	0	0	5.032	0	0	FALSE
01/03/2015	28.7	10.7	24.7	0	1.4	0	0	0	4.985	0	0	FALSE
02/03/2015	28	11.7	21.3	0	1.9	0	0	0	4.237	0	0	FALSE
03/03/2015	26.2	14.5	15	0	1.9	0	0	0	2.853	0	0	FALSE
04/03/2015	24.6	13.6	11.6	0	1.6	0	0	0	2.035	0	0	FALSE
05/03/2015	28.1	14.1	21.4	0	2	0	0	0	4.36	0	0	FALSE
06/03/2015	23	16.7	7.5	0	3	4.1	0	0	1.146	0	0	FALSE
07/03/2015	25.7	13.1	14.6	0	3.4	4.4	0	0	2.713	0	0	FALSE
08/03/2015	23.5	15.3	20.8	0	4.5	0	0	0	4.09	0	0	FALSE
09/03/2015	23.7	12.4	15.4	0	1.9	0	0	0	2.817	0	0	FALSE
10/03/2015	26.9	10.4	21.9	0	1.7	0	0	0	4.273	0	0	FALSE
11/03/2015	26.5	10.1	19	0	1.6	0	0	0	3.614	0	0	FALSE
12/03/2015	20.2	14.4	6.7	0	1.8	9.4	0	0	0.92	0	0	FALSE
13/03/2015	26.1	13.1	18.9	0	1.4	0	0	0	3.682	0	0	FALSE
14/03/2015	27.9	12.5	21.6	0	1.5	0	0	0	4.333	0	0	FALSE
15/03/2015	23	14.6	11.5	0	3.5	21.5	0	0	2.002	0	0	FALSE
16/03/2015	24.5	16.7	12.5	0	3.3	0	0	0	2.298	0	0	FALSE
17/03/2015	23.7	12.9	17.9	0	3.3	0	0	0	3.374	0	0	FALSE
18/03/2015	21	9.9	16.5	0	2	0	0	0	2.9	0	0	FALSE
19/03/2015	21.7	11.6	16.2	0	1.4	0	0	0	2.908	0	0	FALSE
20/03/2015	23.2	8.8	21.7	0	2	0	0	0	4.013	0	0	FALSE
21/03/2015	23	8.7	16.6	0	1.8	0	0	0	2.945	0	0	FALSE
22/03/2015	23.4	9.1	18	0	1.8	0	0	0	3.261	0	0	FALSE
23/03/2015	22.8	10.4	13.7	0	2.2	7.5	0	0	2.38	0	0	FALSE
24/03/2015	23.1	13.2	14.4	0	1.8	0	0	0	2.605	0	0	FALSE
25/03/2015	24.5	11	18.4	0	1.3	0	0	0	3.446	0	0	FALSE
26/03/2015	22.7	13.5	10.8	0	2	3	0	0	1.823	0	0	FALSE
27/03/2015	24.1	15	12.9	0	1.7	0	0	0	2.342	0	0	FALSE
28/03/2015	24	14.8	10.6	0	1.7	5.3	0	0	1.825	0	0	FALSE
29/03/2015	23.3	16.7	13.3	0	2.5	12.3	0	0	2.452	0	0	FALSE
30/03/2015	21.8	14	14.7	0	3	0	0	0	2.658	0	0	FALSE
31/03/2015	22.4	9.8	17.5	0	1.9	0	0	0	3.147	0	0	FALSE
01/04/2015	23.7	7.2	18	0	1.1	0	0	0	3.208	0	0	FALSE
02/04/2015	24.1	10.3	15.7	0	1.4	0	0	0	2.834	0	0	FALSE
03/04/2015	20.6	8.8	11.6	0	1.6	0	0	0	1.864	0	0	FALSE
04/04/2015	22	7.8	12.1	0	2.1	1.3	0	0	1.974	0	0	FALSE
05/04/2015	23	12.7	9.4	0	1.3	0	0	0	1.512	0	0	FALSE
06/04/2015	24.5	13	12.3	0	1.7	0	0	0	2.175	0	0	FALSE
07/04/2015	24.8	11.2	14	0	1.5	0	0	0	2.511	0	0	FALSE
08/04/2015	22.9	14.4	8.1	0	1.7	0	0	0	1.251	0	0	FALSE
09/04/2015	21.8	17.9	4.4	0	1.8	0	0	0	0.451	0	0	FALSE
10/04/2015	22.6	16.9	6.5	0	2.1	7.3	0	0	0.92	0	0	FALSE
11/04/2015	22.7	15.3	16	0	2.1	0	0	0	3.001	0	0	FALSE
12/04/2015	19.5	10.1	9.1	0	2.1	2.3	0	0	1.361	0	0	FALSE
13/04/2015	18.1	12.3	6.3	0	3.4	15.4	0	0	0.8	0	0	FALSE
14/04/2015	15.2	6.5	15.2	0	2.1	0	0	0	2.384	0	0	FALSE
15/04/2015	16.3	2.2	10	0	1.5	0	0	0	1.357	0	0	FALSE
16/04/2015	18.4	4.1	16.4	0	1.9	0	0	0	2.631	0	0	FALSE
17/04/2015	19.2	3.6	9.8	0	1.4	27.7	0	0	1.397	0	0	FALSE
18/04/2015	14.8	9.4	0.5	0	2.3	69.6	0	0	0	0	0	FALSE
19/04/2015	20.6	9.5	10.6	0	1.9	0	0	0	1.674	0	0	FALSE
20/04/2015	22.3	10.4	12.5	0	1.2	0	0	0	2.117	0	0	FALSE
21/04/2015	22.5	9.1	13.3	0	0.8	0	0	0	2.259	0	0	FALSE
22/04/2015	22	11.2	10.2	0	0.7	0	0	0	1.644	0	0	FALSE
23/04/2015	21.6	13.1	11.3	0	1.6	0	0	0	1.903	0	0	FALSE
24/04/2015	20.5	9.9	13.4	0	2	0	0	0	2.252	0	0	FALSE
25/04/2015	17.6	7.9	7.1	0	1.7	0	0	0	0.915	0	0	FALSE
26/04/2015	21	8.7	12.1	0	2.3	3.9	0	0	1.971	0	0	FALSE
27/04/2015	20.6	14.3	3	0	3.6	21.4	0	0	0.132	0	0	FALSE
28/04/2015	18.7	14.6	9.4	0	3.1	4.4	0	0	1.477	0	0	FALSE
29/04/2015	17.1	8.2	10.1	0	2.9	4.4	0	0	1.494	0	0	FALSE
30/04/2015	16.9	11.7	9.2	0	4.4	0	0	0	1.367	0	0	FALSE
01/05/2015	18.5	2	13.3	0	1.1	0	0	0	2.003	0	0	FALSE
02/05/2015	17.5	7.4	6.8	0	1.2	0	0	0	0.851	0	0	FALSE
03/05/2015	18	11.3	7.5	0	1	0	0	0	1.034	0	0	FALSE
04/05/2015	17.6	5.1	9.7	0	0.9	0	0	0	1.376	0	0	FALSE
05/05/2015	20.2	7.3	9.6	0	0.9	0	0	0	1.431	0	0	FALSE
06/05/2015	21.1	9.3	9.9	0	1.6	0	0	0	1.536	0	0	FALSE
07/05/2015	22.1	13.2	7.2	0	2.6	20.6	0	0	1.034	0	0	FALSE
08/05/2015	18	16.8	2.3	0	2.2	5.8	0	0	0	0	0	FALSE
09/05/2015	18.8	11.6	10.4	0	1.4	0	0	0	1.638	0	0	FALSE
10/05/2015	19.6	5.8	10	0	1.1	0	0	0	1.476	0	0	FALSE
11/05/2015	19.5	8.1	8.3	0	1.2	2.8	0	0	1.174	0	0	FALSE
12/05/2015	16.8	11.3	3.2	0	2.6	17.2	0	0	0.163	0	0	FALSE
13/05/2015	18.8	8.8	11.1	0	1.9	0	0	0	1.73	0	0	FALSE
14/05/2015	18.1	9.3	4.9	0	2.1	19.5	0	0	0.498	0	0	FALSE
15/05/2015	16.2	12.7	6	0	2.7	6.3	0	0	0.727	0	0	FALSE
16/05/2015	16.4	5.3	11.8	0	1.9	0	0	0	1.752	0	0	FALSE
17/05/2015	16.3	3.5	7.5	0	0.8	0	0	0	0.927	0	0	FALSE
18/05/2015	16.8	3.7	7.6	0	2.1	0	0	0	0.957	0	0	FALSE
19/05/2015	18.5	8	10.5	0	1.5	0	0	0	1.592	0	0	FALSE
20/05/2015	15.9	3.3	8.8	0	0.7	0	0	0	1.154	0	0	FALSE
21/05/2015	16.8	7.1	5.5	0	1.9	21.6	0	0	0.594	0	0	FALSE
22/05/2015	16.1	11.5	8.4	0	1.7	1.4	0	0	1.194	0	0	FALSE
23/05/2015	13.1	7.7	1.3	0	2.2	27.3	0	0	0	0	0	FALSE
24/05/2015	15.3	9.1	8.6	0	3.6	4.4	0	0	1.192	0	0	FALSE
25/05/2015	12.7	9	8	0	4.4	4.7	0	0	1.045	0	0	FALSE
26/05/2015	14.1	6.4	7.3	0	2.9	1.7	0	0	0.902	0	0	FALSE
27/05/2015	14.4	4.6	9.3	0	1.2	0	0	0	1.24	0	0	FALSE
28/05/2015	14.7	0.4	10.7	0	0.9	0	0	0	1.412	0	0	FALSE
29/05/2015	15.2	-0.4	10.4	0	1	0	0	0	1.355	0	0	FALSE
30/05/2015	15.8	2.4	9.9	0	1.4	0	0	0	1.333	0	0	FALSE
31/05/2015	15.7	6.4	5.3	0	1.7	2.4	0	0	0.545	0	0	FALSE
01/06/2015	17.4	9.2	5.5	0	2.6	2.7	0	0	0.612	0	0	FALSE
02/06/2015	19.3	13.4	4.9	0	2.6	8.2	0	0	0.526	0	0	FALSE
03/06/2015	16.4	10	4.9	0	3.4	17	0	0	0.493	0	0	FALSE
04/06/2015	15.6	11.2	5.7	0	2.5	4.2	0	0	0.652	0	0	FALSE
05/06/2015	15.3	8.3	8.3	0	0.7	0	0	0	1.124	0	0	FALSE
06/06/2015	15.5	7.1	7	0	0.8	0	0	0	0.867	0	0	FALSE
07/06/2015	14.4	5.3	7	0	1.2	0	0	0	0.836	0	0	FALSE
08/06/2015	15.4	1.1	9.2	0	0.8	0	0	0	1.181	0	0	FALSE
09/06/2015	15.8	3.5	5.9	0	1.2	0	0	0	0.633	0	0	FALSE
10/06/2015	16.7	9.5	5.3	0	2.5	4	0	0	0.57	0	0	FALSE
11/06/2015	15.4	9.5	7.8	0	2.7	1.3	0	0	1.044	0	0	FALSE
12/06/2015	15.8	7.7	6.2	0	3.2	3	0	0	0.724	0	0	FALSE
13/06/2015	15.1	10.5	5.8	0	5.2	0	0	0	0.663	0	0	FALSE
14/06/2015	16	11.7	5.6	0	4.4	0	0	0	0.639	0	0	FALSE
15/06/2015	15.1	9.9	7	0	2.6	0	0	0	0.891	0	0	FALSE
16/06/2015	12.6	2.8	9.7	0	2.4	0	0	0	1.247	0	0	FALSE
17/06/2015	13.5	-1.1	9.1	0	0.8	0	0	0	1.096	0	0	FALSE
18/06/2015	13.9	2.7	4	0	1.4	0	0	0	0.28	0	0	FALSE
19/06/2015	17.2	7.8	3.7	0	2.1	2.2	0	0	0.254	0	0	FALSE
20/06/2015	17.1	12.6	1.7	0	3.3	13.8	0	0	0	0	0	FALSE
21/06/2015	14.4	10.6	7.8	0	2.9	0	0	0	1.045	0	0	FALSE
22/06/2015	12.4	6.4	9.3	0	1.8	0	0	0	1.237	0	0	FALSE
23/06/2015	10.7	-1.9	9.7	0	1.3	0	0	0	1.129	0	0	FALSE
24/06/2015	10.9	-1.8	9.7	0	1.8	0	0	0	1.134	0	0	FALSE
25/06/2015	11.6	-2.8	9.6	0	1.2	0	0	0	1.114	0	0	FALSE
26/06/2015	14.7	-1	7.5	0	2.1	2.8	0	0	0.851	0	0	FALSE
27/06/2015	14.6	4.4	9.1	0	2.9	0	0	0	1.204	0	0	FALSE
28/06/2015	15.9	7	8.1	0	1.9	0	0	0	1.078	0	0	FALSE
29/06/2015	14.9	7	6.8	0	3.5	0	0	0	0.823	0	0	FALSE
30/06/2015	15.6	9.4	8	0	3.2	0	0	0	1.084	0	0	FALSE
01/07/2015	15.1	9.4	7.2	0	2.2	0	0	0	0.924	0	0	FALSE
02/07/2015	12.9	3.8	5.3	0	0.9	0	0	0	0.506	0	0	FALSE
03/07/2015	15.2	6.6	5.1	0	2	11.2	0	0	0.506	0	0	FALSE
04/07/2015	16.3	9.7	4.3	0	1.4	1.1	0	0	0.374	0	0	FALSE
05/07/2015	14.5	8.9	7.8	0	2.7	1.8	0	0	1.027	0	0	FALSE
06/07/2015	16	9.6	7.9	0	2.6	3.1	0	0	1.071	0	0	FALSE
07/07/2015	15.1	9.6	3.2	0	2.7	23.7	0	0	0.157	0	0	FALSE
08/07/2015	9.2	6.4	4.7	0	2.3	1.1	0	0	0.396	0	0	FALSE
09/07/2015	8.8	1.7	10.1	0	3.3	0	0	0	1.223	0	0	FALSE
10/07/2015	10.8	-1.5	10.3	0	2	0	0	0	1.231	0	0	FALSE
11/07/2015	10.9	-2.9	10.4	0	0.9	0	0	0	1.221	0	0	FALSE
12/07/2015	13	-2.9	10.3	0	0.8	0	0	0	1.247	0	0	FALSE
13/07/2015	12.8	-2	10.4	0	1.2	0	0	0	1.276	0	0	FALSE
14/07/2015	13.1	-0.6	6.1	0	2	0	0	0	0.607	0	0	FALSE
15/07/2015	14.6	4.9	3.2	0	2.7	26.6	0	0	0.147	0	0	FALSE
16/07/2015	16.4	9.2	8.5	0	1.5	0	0	0	1.188	0	0	FALSE
17/07/2015	15.2	3.9	8.7	0	1.3	0	0	0	1.134	0	0	FALSE
18/07/2015	14.2	3.5	3.2	0	2.7	28.3	0	0	0.144	0	0	FALSE
19/07/2015	11.2	7.7	9.8	0	3.2	0	0	0	1.328	0	0	FALSE
20/07/2015	13.4	1.6	8	0	2.1	1.8	0	0	0.952	0	0	FALSE
21/07/2015	13.8	1	11.1	0	2.2	0	0	0	1.473	0	0	FALSE
22/07/2015	15	2	10.8	0	1.6	0	0	0	1.468	0	0	FALSE
23/07/2015	13.8	-0.3	11	0	0.9	0	0	0	1.429	0	0	FALSE
24/07/2015	13	0.7	6	0	0.8	0	0	0	0.601	0	0	FALSE
25/07/2015	14.2	2.5	7.8	0	1.5	0	0	0	0.941	0	0	FALSE
26/07/2015	14.7	4.6	4.7	0	1.2	2	0	0	0.417	0	0	FALSE
27/07/2015	16.3	8.7	3.8	0	1.7	8.2	0	0	0.273	0	0	FALSE
28/07/2015	15.4	10.2	7.7	0	2.5	10.6	0	0	1.033	0	0	FALSE
29/07/2015	13.9	7.3	8.8	0	2.4	0	0	0	1.187	0	0	FALSE
30/07/2015	12.6	2.3	11.8	0	2	0	0	0	1.594	0	0	FALSE
31/07/2015	12.6	4.5	7.1	0	1.1	0	0	0	0.824	0	0	FALSE
01/08/2015	15	5.8	8	0	1.5	0	0	0	1.034	0	0	FALSE
02/08/2015	16.9	7.1	10.2	0	1.7	1.2	0	0	1.492	0	0	FALSE
03/08/2015	17.5	9.8	8.5	0	1.7	0	0	0	1.21	0	0	FALSE
04/08/2015	16.6	11.6	5.7	0	2.7	6	0	0	0.662	0	0	FALSE
05/08/2015	14.9	8.8	1.8	0	1.4	38.4	0	0	0	0	0	FALSE
06/08/2015	15.9	10	10.3	0	3.1	3.5	0	0	1.543	0	0	FALSE
07/08/2015	13.3	8.8	8.5	0	3	10.9	0	0	1.143	0	0	FALSE
08/08/2015	11.9	7	10.2	0	3	5.9	0	0	1.4	0	0	FALSE
09/08/2015	11.7	2.9	7.9	0	1.2	0	0	0	0.93	0	0	FALSE
10/08/2015	12.1	0.9	11.4	0	1.8	0	0	0	1.484	0	0	FALSE
11/08/2015	11.8	-1.7	13.4	0	2.1	0	0	0	1.735	0	0	FALSE
12/08/2015	12.9	-1.3	13.4	0	1.7	0	0	0	1.776	0	0	FALSE
13/08/2015	13.5	-1	13.5	0	1.3	0	0	0	1.816	0	0	FALSE
14/08/2015	14	3.4	3.2	0	2.8	9.3	0	0	0.143	0	0	FALSE
15/08/2015	14.7	7.3	10.2	0	1.6	0	0	0	1.459	0	0	FALSE
16/08/2015	16.6	3.9	11.5	0	1.7	0	0	0	1.673	0	0	FALSE
17/08/2015	16.4	3.7	13.4	0	1.7	0	0	0	2.012	0	0	FALSE
18/08/2015	15.2	3.9	7.8	0	2	3.2	0	0	0.973	0	0	FALSE
19/08/2015	15.2	8.2	5.8	0	2.7	5.1	0	0	0.648	0	0	FALSE
20/08/2015	14.8	5.5	11.8	0	2.3	0	0	0	1.724	0	0	FALSE
21/08/2015	14.5	0.6	13.6	0	0.8	0	0	0	1.904	0	0	FALSE
22/08/2015	14.3	2.2	8.2	0	1	0	0	0	1.007	0	0	FALSE
23/08/2015	16.2	6.6	10.9	0	1.1	0	0	0	1.604	0	0	FALSE
24/08/2015	16.3	4.2	8.8	0	1.5	3.7	0	0	1.177	0	0	FALSE
25/08/2015	14	8.8	3.4	0	2.9	5	0	0	0.191	0	0	FALSE
26/08/2015	15.4	5.3	14	0	1.8	0	0	0	2.137	0	0	FALSE
27/08/2015	16.2	3.2	15.8	0	1.4	0	0	0	2.419	0	0	FALSE
28/08/2015	16.5	1.9	12.6	0	1	0	0	0	1.817	0	0	FALSE
29/08/2015	14.5	1.2	9.3	0	1.1	6.9	0	0	1.184	0	0	FALSE
30/08/2015	18.6	6.5	10.1	0	1.8	0	0	0	1.491	0	0	FALSE
31/08/2015	14.9	9.3	3.6	0	1.9	27.1	0	0	0.232	0	0	FALSE
01/09/2015	16.3	11.1	3.8	0	3.7	19.7	0	0	0.28	0	0	FALSE
02/09/2015	17.2	8.8	9.9	0	2.3	10.8	0	0	1.466	0	0	FALSE
03/09/2015	15	10.4	12.9	0	4.2	1.4	0	0	2.038	0	0	FALSE
04/09/2015	13.9	7.1	6.2	0	1.6	1.1	0	0	0.704	0	0	FALSE
05/09/2015	15.2	7.8	14.5	0	2.3	3.8	0	0	2.287	0	0	FALSE
06/09/2015	14.1	8.6	13.8	0	3.4	0	0	0	2.148	0	0	FALSE
07/09/2015	14.9	5.5	16.4	0	2.1	0	0	0	2.569	0	0	FALSE
08/09/2015	15	3.4	12.4	0	2.4	0	0	0	1.782	0	0	FALSE
09/09/2015	15.5	7.7	10.5	0	1.6	0	0	0	1.536	0	0	FALSE
10/09/2015	13.7	8	3.8	0	2.7	14.6	0	0	0.263	0	0	FALSE
11/09/2015	13.3	8	15	0	3.6	7.8	0	0	2.336	0	0	FALSE
12/09/2015	13.5	4.5	19.1	0	3.1	0	0	0	2.957	0	0	FALSE
13/09/2015	16.7	4.8	11.2	0	2	0	0	0	1.636	0	0	FALSE
14/09/2015	17.6	3.7	16.5	0	1.6	0	0	0	2.614	0	0	FALSE
15/09/2015	14.1	6.7	8.3	0	2.3	0	0	0	1.089	0	0	FALSE
16/09/2015	15.8	10.3	11.2	0	2.5	0	0	0	1.722	0	0	FALSE
17/09/2015	18.8	6.9	15.9	0	2.2	2.9	0	0	2.629	0	0	FALSE
18/09/2015	17.7	12.3	11	0	2.7	1.2	0	0	1.754	0	0	FALSE
19/09/2015	17.6	8.4	16.7	0	1.1	10.9	0	0	2.793	0	0	FALSE
20/09/2015	13.3	9.9	7.5	0	2.9	29.8	0	0	0.968	0	0	FALSE
21/09/2015	13.9	7.1	11.1	0	3.4	1.8	0	0	1.609	0	0	FALSE
22/09/2015	14.9	4.3	10.4	0	1.4	2.6	0	0	1.442	0	0	FALSE
23/09/2015	15.6	6.6	12.2	0	2.3	0	0	0	1.837	0	0	FALSE
24/09/2015	15.6	6.6	12.2	0	2.3	0	0	0	1.837	0	0	FALSE
25/09/2015	18.3	9.6	19.7	0	2	0	0	0	3.448	0	0	FALSE
26/09/2015	18.2	5.1	20.5	0	3	0	0	0	3.432	0	0	FALSE
27/09/2015	18	3.7	20	0	1.5	5.4	0	0	3.277	0	0	FALSE
28/09/2015	17	7.9	18.5	0	1.5	0	0	0	3.107	0	0	FALSE
29/09/2015	18.7	2.3	21.2	0	1.2	0	0	0	3.473	0	0	FALSE
30/09/2015	19	3.8	19.5	0	1.4	0	0	0	3.224	0	0	FALSE
01/10/2015	19.1	7	18.3	0	2.2	3.8	0	0	3.109	0	0	FALSE
02/10/2015	18.3	11.2	11.2	0	3.9	8.2	0	0	1.785	0	0	FALSE
03/10/2015	18.8	9.9	16.4	0	2.3	0	0	0	2.815	0	0	FALSE
04/10/2015	16.9	7	9.9	0	2.4	0	0	0	1.433	0	0	FALSE
05/10/2015	17.9	11.3	22	0	4.1	0	0	0	3.96	0	0	FALSE
06/10/2015	18.2	5.3	22.8	0	2.7	0	0	0	3.876	0	0	FALSE
07/10/2015	19.6	6.3	15.7	0	1.8	0	0	0	2.595	0	0	FALSE
08/10/2015	16.9	10.1	18	0	4.2	0	0	0	3.08	0	0	FALSE
09/10/2015	16.8	2.9	23.3	0	2.3	0	0	0	3.787	0	0	FALSE
10/10/2015	16.1	3.7	14.4	0	2.3	0	0	0	2.179	0	0	FALSE
11/10/2015	17.8	7.4	17	0	2.9	0	0	0	2.827	0	0	FALSE
12/10/2015	18.3	11.3	18.3	0	4.1	0	0	0	3.226	0	0	FALSE
13/10/2015	18.4	9.7	14.7	0	3.9	13.5	0	0	2.458	0	0	FALSE
14/10/2015	18.7	11.2	19.5	0	2.5	0	0	0	3.48	0	0	FALSE
15/10/2015	18.4	6.3	19.1	0	2.4	0	0	0	3.216	0	0	FALSE
16/10/2015	17.1	10	18.2	0	3.6	0	0	0	3.123	0	0	FALSE
17/10/2015	17.6	11.3	17.2	0	4.4	0	0	0	2.981	0	0	FALSE
18/10/2015	18.3	11.8	12.9	0	3.9	0	0	0	2.143	0	0	FALSE
19/10/2015	16.3	9.6	19.7	0	5.4	0	0	0	3.375	0	0	FALSE
20/10/2015	16.9	6.1	21.2	0	3.8	0	0	0	3.552	0	0	FALSE
21/10/2015	17.7	9.6	17.4	0	4.1	0	0	0	2.971	0	0	FALSE
22/10/2015	18.1	11.9	8.2	0	5	0	0	0	1.184	0	0	FALSE
23/10/2015	20.6	15.1	16.7	0	4.4	4.1	0	0	3.086	0	0	FALSE
24/10/2015	18.7	13.3	12.5	0	2.6	1.4	0	0	2.102	0	0	FALSE
25/10/2015	19	7.3	22.7	0	2.4	0	0	0	3.977	0	0	FALSE
26/10/2015	19.7	7.1	20.4	0	1.9	0	0	0	3.546	0	0	FALSE
27/10/2015	19	10.4	24.6	0	4.5	0	0	0	4.494	0	0	FALSE
28/10/2015	18.9	9.1	17.2	0	2.1	0	0	0	2.953	0	0	FALSE
29/10/2015	19.1	11.8	10.7	0	1.5	3.4	0	0	1.708	0	0	FALSE
30/10/2015	18.9	11.2	17.1	0	2.7	0	0	0	2.999	0	0	FALSE
31/10/2015	18.1	9.6	22.1	0	3	0	0	0	3.918	0	0	FALSE
01/11/2015	19.2	4.7	26.2	0	1.7	0	0	0	4.542	0	0	FALSE
02/11/2015	18.4	5.1	18.3	0	2	0	0	0	3.022	0	0	FALSE
03/11/2015	18.1	8.1	16	0	2.5	9.9	0	0	2.662	0	0	FALSE
04/11/2015	16	12.4	15.4	0	3.7	6	0	0	2.605	0	0	FALSE
05/11/2015	18.1	5.8	26.4	0	3.4	0	0	0	4.58	0	0	FALSE
06/11/2015	22.3	5	28.3	0	2	0	0	0	5.128	0	0	FALSE
07/11/2015	22.8	6.5	29	0	2.2	0	0	0	5.379	0	0	FALSE
08/11/2015	21.6	6	27.7	0	2.2	0	0	0	5.025	0	0	FALSE
09/11/2015	23.7	7.7	23.1	0	1.9	0	0	0	4.278	0	0	FALSE
10/11/2015	22.4	11.1	25.3	0	2.2	0	0	0	4.834	0	0	FALSE
11/11/2015	19.7	13.5	22.9	0	3.8	0	0	0	4.315	0	0	FALSE
12/11/2015	19	11.9	18	0	2.9	0	0	0	3.208	0	0	FALSE
13/11/2015	18.5	2.6	27.6	0	2.3	0	0	0	4.66	0	0	FALSE
14/11/2015	18.5	3.3	25.4	0	2.7	0	0	0	4.287	0	0	FALSE
15/11/2015	18.1	11.1	6.6	0	2.8	13.8	0	0	0.851	0	0	FALSE
16/11/2015	18.8	14.7	6.3	0	1.9	15.1	0	0	0.826	0	0	FALSE
17/11/2015	17.7	9.4	18	0	4.4	0	0	0	3.083	0	0	FALSE
18/11/2015	19.9	10.4	24.2	0	3.5	0	0	0	4.455	0	0	FALSE
19/11/2015	19.1	10.2	19.6	0	3	0	0	0	3.479	0	0	FALSE
20/11/2015	19.6	11.9	11.8	0	3.6	7	0	0	1.946	0	0	FALSE
21/11/2015	17.3	13.8	5.9	0	3.5	25.2	0	0	0.724	0	0	FALSE
22/11/2015	19.3	13.1	22.1	0	4.8	0	0	0	4.113	0	0	FALSE
23/11/2015	21.1	7.4	30.3	0	2.3	0	0	0	5.594	0	0	FALSE
24/11/2015	21.1	6.4	28.7	0	2.1	0	0	0	5.218	0	0	FALSE
25/11/2015	23.7	10.7	27.7	0	1.9	0	0	0	5.388	0	0	FALSE
26/11/2015	24.3	15	24.5	0	2.4	0	0	0	4.936	0	0	FALSE
27/11/2015	24.6	16.2	18.5	0	2.9	22.6	0	0	3.648	0	0	FALSE
28/11/2015	22.3	17.6	13.8	0	3.2	1.8	0	0	2.562	0	0	FALSE
29/11/2015	24.5	8	31.3	0	1.5	0	0	0	6.039	0	0	FALSE
30/11/2015	22.2	12.9	15.9	0	2.3	1.3	0	0	2.897	0	0	FALSE
01/12/2015	20.7	16.3	12	0	2.5	0	0	0	2.099	0	0	FALSE
02/12/2015	20.8	15.3	14.6	0	1.9	0	0	0	2.644	0	0	FALSE
03/12/2015	23.1	14.5	20.1	0	1.6	0	0	0	3.89	0	0	FALSE
04/12/2015	22.3	14	16.4	0	2.3	0	0	0	3.039	0	0	FALSE
05/12/2015	20.2	9.6	21.1	0	3.4	0	0	0	3.802	0	0	FALSE
06/12/2015	19.7	12.5	13	0	3.1	2	0	0	2.21	0	0	FALSE
07/12/2015	20	14.3	20	0	2.9	0	0	0	3.746	0	0	FALSE
08/12/2015	18.6	10.9	19.3	0	4.2	0	0	0	3.425	0	0	FALSE
09/12/2015	20.9	8.6	27.1	0	2.6	0	0	0	5.005	0	0	FALSE
10/12/2015	19.2	9.5	20.7	0	3.6	0	0	0	3.678	0	0	FALSE
11/12/2015	22.6	14.7	22.6	0	3.4	2.7	0	0	4.426	0	0	FALSE
12/12/2015	23	16.3	14.4	0	3.1	14.9	0	0	2.682	0	0	FALSE
13/12/2015	20.4	15.9	23.3	0	4.2	0	0	0	4.536	0	0	FALSE
14/12/2015	19.3	9	24.8	0	3	0	0	0	4.483	0	0	FALSE
15/12/2015	20	8.9	20.3	0	3.1	0	0	0	3.605	0	0	FALSE
16/12/2015	20.9	11.7	20.4	0	3.2	1.6	0	0	3.766	0	0	FALSE
17/12/2015	19.9	9.1	28	0	2.7	0	0	0	5.16	0	0	FALSE
18/12/2015	21.1	10.6	27.4	0	2.9	0	0	0	5.182	0	0	FALSE
19/12/2015	23.2	9.5	30.6	0	3.1	0	0	0	5.904	0	0	FALSE
20/12/2015	23	10.6	25.8	0	2.9	0	0	0	4.944	0	0	FALSE
21/12/2015	22.5	12.5	27.1	0	3.6	0	0	0	5.292	0	0	FALSE
